,sample,feas,objective_function
0,"[-648.02868728 -444.83183071  940.90192975  934.37271651  791.29348647
  287.20746436 -668.49549171  590.69842906  128.95573225 -820.83331686
  197.65079906 -502.08471756  755.35115363 -343.82162468  891.46565079
  338.53656534 -295.12688358  729.79966833 -163.67988483  535.80816378
  393.29621072  268.78355591  129.11904628  910.66792931  389.56017864
  649.72110775  758.09837553  755.61969367  561.41069665  158.38016037
 -253.33747605 -301.48334056  831.15453164  416.48081342  453.36642694
 -145.23514232 -706.07059968  721.49179002  505.01470909  751.94630969
  863.23910996  344.55171299  619.18864979  263.06842048  695.15109909
  820.90178423  155.09051837  248.28164766 -754.13126032  587.55831222
  946.22268993  914.56443792  401.83943237  449.83190303   53.83410546
  382.75674679   28.01333176  118.62895803  723.91515129  308.7352187
 -249.49460893  851.48281323  357.42335588  -10.77452323  322.3235921
  165.07809362  454.26353994  753.53761814  143.5581092  -919.68423149
  654.04559104  639.05886932  889.24508879  586.08211529 -910.17997827
  807.60388092   55.32663514 -572.75875192  628.50093288  165.11548567
  963.8843813   691.62785959  777.66845592 -405.67238874  812.74177581
 -459.77952978    4.06322054  488.63943075    4.53112861  191.29223331
  353.89984889  464.33945459 -786.18736581 -703.18286161 -344.69441183]",0,
0,"[ 880.20631366 -500.06661151  878.22044708 -748.59554374  105.21581591
 -512.19860854 -899.71290536  316.78554882   85.81065536  586.07402129
   64.41974596  732.98361156  451.13229195  718.74724789  245.23074615
  423.68987854 -460.7149142   619.05044461 -673.37637958  285.70015334
  238.59536062  576.98706311 -156.0982833   942.41093991  993.6987956
   61.3674173   854.39844999  425.99864032  243.10786068   23.4992952
   68.893192   -226.31330987  920.15287609  285.55758453 -701.29765341
   17.63801189  430.48837159  439.92571284  325.14727007  396.80818465
  930.35819273  653.10913883  283.38476257  390.96102004  866.85504738
  568.39828916  805.22507861  286.67720296  631.17744431  731.26631909
  647.25623126  335.29979798 -824.51746944  578.62061659   44.07340486
 -685.31758357  923.31832952  -69.34025508  310.75040226  323.48682827
  581.27646941  767.28796385  951.93359229  749.61760527  927.37519487
  440.47760566  802.899497    738.89639149 -235.21391741 -349.60341391
  454.37565679  582.46250678  542.83184548  904.11192305  103.95175501
  688.07454456  766.41784887 -512.25444684  519.69368599  330.89691952
  531.1284883   458.280737    790.61169885  229.67321369 -774.56820583
 -516.23863721  481.43477467  396.30271285  301.06415478  179.27547094
 -368.80224526  147.44344098 -194.26324604 -664.48704502  -62.32222359]",0,
0,"[-520.31048856 -680.51406934  428.14422772  733.38921562 -894.47367918
  708.94788785 -819.91916119   26.13618521 -975.54860913 -918.41010374
  782.60776393 -794.71112297  312.56544675 -941.1767347   627.04496577
  812.59101214 -378.75733679 -526.41279803   32.12875745  630.3117937
  992.72219442  762.54405479 -876.21543631  796.3272226   868.46461626
  949.30319077  193.59821602  695.83732599  980.42999543  393.98547624
  326.34725787 -558.5208902   577.46186443  286.7727895  -326.53583959
  -81.90680298 -579.09841571  507.47946621  870.69090848 -850.96011712
  342.10386396  195.11435836  542.65081185  665.31355219  124.59852764
  901.84465349   77.1301048  -503.69936945 -270.22443963  832.44445695
  978.80447274  363.07444011  309.6914044   964.24066662  213.02954964
 -541.45380349  977.98533081  772.17347025  263.59495933  569.36155263
 -607.40194829  643.42794079  964.13595507   70.00900877  797.77288864
  956.79863857  923.75184294  361.74921498 -218.18411741 -285.92465915
  251.47708285  228.2891399   971.07840262 -166.02302653  626.20690641
  215.70144372 -502.88065045  702.31450312  812.05802722    7.3388749
  361.4674528  -397.74689511  496.02095561 -770.51833598  531.09704495
  911.53443135  312.46345844  902.15442946  342.5122522  -958.0868675
  -10.33537177  655.89497061  186.04241952  -90.16089852 -208.21046187]",0,
0,"[ 678.2577908   795.16363938 -685.02505747  457.62453221 -593.50653556
  878.98797621  178.28807618  930.34578376  623.41402546 -387.62067244
  305.55212376  915.24908871  573.83875073  102.41502286  663.38506497
  195.64104085 -734.21897452  247.8890828  -320.65312224  754.11825388
  546.43221033  550.06821406  -63.73652716  806.21528345   70.36998182
  241.63748001  530.89156144  800.28746215  602.50003667  875.84127822
   -6.92613895  697.34902307  165.08770815  664.68499386 -470.01446901
  118.97343808 -191.53594834  329.746422    521.95772656 -460.52428557
  761.05388877  543.89395421  956.58966562  920.90163046  318.20047766
 -959.28306356  235.17751033   55.81165121  271.59322912  434.16760967
  718.60057007  635.38721271 -354.29700022  752.16560676  923.02270671
 -595.00485668  656.49944089  669.77343557  821.35025887  967.01444157
   72.58667249  204.4953834   228.28138492 -962.72514505  614.33498964
  697.84672661  161.831529    105.7454042  -838.20977301  682.90043092
  456.92933692  643.37930761  128.33566169  950.44825742 -914.36558835
   15.30843129  658.2320295  -953.7125292    85.7234957   189.0675001
  233.49888793 -849.6463209   177.94859255 -113.67648712 -926.06118884
 -741.32868419  129.64702901  626.61565692  375.15643173  242.41845514
  -57.45481672  460.98090387   78.78875398 -971.53018523  -80.0681009 ]",0,
0,"[ 189.71184623 -618.72600949 -676.36971131 -243.41924615 -685.37367481
  670.52953113 -391.52506279   83.27935293 -334.00710324  560.99480371
  907.07608107 -467.10321728  742.09015117 -347.78965539  982.1374809
  907.72664832  810.97665173 -348.33628922  725.13645828  589.76195318
  211.9076776   387.53214065  676.75733885  913.390057     40.17969556
  137.43688621  573.8062593   558.26855584  590.89226865   75.1482017
  164.72030966  641.74847698  193.96856333  399.03961758  990.35982803
  772.26956302  346.34319098  398.23417799  737.10257203 -379.08197471
   71.51749504  221.31411767  510.46893766  229.20929852  281.1963164
  421.55177228  519.70728664 -100.84014074  212.53617055  268.76912953
  928.08380293  196.19584353  959.84799579  626.86044592  662.66570623
  984.50119966  260.78788572  -90.55237495  697.20216366  721.11272378
  484.68270451   47.61012656  637.84216292  524.74988157  959.37841022
  514.82956277  187.1200138   482.34834923 -558.68648642 -543.47706726
   21.55931725   68.92855057  652.19041104  291.37768185  432.63216038
  714.98786729  618.14963857 -739.28352941  846.71161838  645.94764949
  562.57090765 -680.88415478  901.53320878 -754.24856348   32.59482798
 -129.50429454   17.6565213   437.72764542  418.8103871   706.92284808
  935.13988845  696.53234711 -159.28590688  995.22544883 -500.91479309]",0,
0,"[ 390.25118686  715.37421631  253.54648994 -425.25514189 -172.07317791
  313.93672608  981.46774118  777.50190301 -569.81288264 -744.17750602
  717.98315944   26.82890155   42.10449908 -333.7390703   796.23227345
   41.41776601  589.43594913 -766.07510742  690.5177942   625.53164116
  771.96604269  428.84847663  251.46604897  947.45350607   59.08488409
   15.73337027  196.61498755  135.51353575   58.22247806  922.26818955
    5.95105724  -49.21393624  104.78930233  110.24401671  199.70526771
   75.37670564 -662.47999189  195.30975131  675.6146649   543.06446877
  781.67368725  801.85193351  928.8834483   201.17937074  450.33632808
 -682.88202072  379.9149669   784.76770491  -74.57261483  401.68249166
  903.60789222  589.14956036  263.69446108  333.21960629  172.29119155
  151.28180839  309.62581891 -456.39939857 -486.33241527  854.07210338
  194.4654073   165.95592158  343.7313068  -538.79292512  167.81647748
  639.62517579  595.70808751  253.27516966 -989.07662936  432.86780082
  808.57892655  497.38236653  359.6392643   451.46504757  831.85938923
  326.97652064 -194.90791505 -747.75667962  873.28848263  754.22299298
  901.7424147   -99.83946048   43.52351429 -728.18371026  180.24626699
  375.84039181  269.10635721  851.68552213  292.27374411 -719.23451191
 -524.02419676  188.13844265 -486.14677111  114.79179653  226.09995926]",0,
0,"[-942.58837688 -966.53302096 -934.55447866    1.93121852 -956.01755597
   39.41958465   11.98288284  625.30883899  671.23061123  312.1437795
  183.00451169 -499.3767917   266.16442528  502.46332444   88.62411328
  673.08337779 -662.0614899  -220.67788188 -620.62420877  928.44722337
  228.14220364  702.49476986 -468.8292356    95.11744303  616.65785222
   24.22441517  328.91403842  476.53792371  524.04908523  768.47234784
  175.05671754  347.62429563  533.84462297  271.13606903  547.4638865
  249.6916042   182.32599961  743.73176001  362.31901378  303.426271
   25.60351648  203.85103264  120.86522841  356.0769375   235.9581576
 -281.5283599     5.75456358  262.67555316 -552.98116026  786.82226415
  979.62675652  157.69549664 -355.3900347   218.51965497  505.46755969
 -448.16677614  726.64197796  241.413067   -598.6003051   740.03439923
  687.61387469  135.42917233  490.69747737  888.72367964  182.93414172
  544.19783384  902.25109797  881.22163266 -929.23738328  212.32947599
  515.8048735   360.27876337  391.21828445 -571.62183434  949.13030786
  400.24676059 -288.69157913    1.26536301  200.51933239  860.29079005
  560.15044329 -672.90508205  653.44401589 -495.49890192 -654.87636943
 -412.0235764   701.89912347  553.42417992  455.08643928  -87.6223699
 -867.52712959  447.83342576 -900.07169947 -620.88908765  -53.10747921]",0,
0,"[-466.30046789  156.85282633 -329.68832839  396.28923173  743.39521878
 -791.36399525  -36.67146396  177.95774549  -54.99588263  279.78974086
  236.47842333  406.94674752  903.51309191  -75.9444829   914.69779247
  767.86135748 -363.40993477 -611.41114526  328.98305395  631.54638946
  806.74517749  518.49610822  -72.3641595   841.45117607  968.03721061
  168.60118359  165.18992876  378.09707926  929.34117624  605.68203739
 -394.90480831   -3.8118797   400.67103611   95.5522984  -387.72543253
  125.23656456 -103.35507153  681.09934632  679.11508203  -85.94340318
   43.40325172  949.01422906  900.79900631  521.83300061  240.34750241
 -595.30610022  132.21548462  376.13733259  441.78194686  874.77719372
  141.26074059  187.75385287 -240.05871807  605.23930552  884.57998666
 -127.153224    734.16658304  264.69530788  290.92772951  282.26939089
  936.8429522   236.55506274  859.14495396  616.49346786   86.86141104
  572.31634544  472.49936411  140.23595193  593.042468   -931.51786541
  109.27263253  831.30403192  776.58107036 -552.54838841 -179.41929585
  961.01740367  150.4317498   720.49395847  624.96241963  798.37766548
  311.18166908  117.7872214   498.06250362  849.74250913 -922.53104164
   49.26814979  703.35819554  322.94947268  996.18259507 -937.72104318
 -809.55021371  567.81499196 -829.46513259 -951.69776091 -112.67099323]",0,
0,"[ 574.06957982  -89.71830189  -92.78527689  113.48941753  950.0851329
  242.32585816 -114.04046998  294.38352135  871.47987128 -283.13109678
  913.5478303   863.44030625  826.93642722 -153.90653305  544.9711411
  443.38723889 -635.69018224 -528.01043997 -471.79550749  158.75926382
  552.9125569     3.14785619  697.71789895  370.69768252  849.53430633
   15.43722459  788.48428942  865.44140352  622.92562861   52.90870335
  432.83260816  135.64573989  829.96517823  156.81053569  490.87906569
  -23.40005748 -703.57167679  799.66024289  335.32074402  479.75301451
  239.12219087   83.72684908  274.73343866  575.30845874  445.62615678
 -232.09242541  857.89137324  757.64044157  267.17901497  211.85421191
  545.62221804  702.89494403  178.57751449  231.66891284  154.83421399
 -753.74618423  786.59741753  228.40231474  267.06655238  491.99089363
  866.87044177  806.50960384  645.91366747 -742.90731532  766.84181671
  391.66138658  578.80368853  120.75879787  333.60557135   80.68976828
   93.23940102  631.04702461  474.61352338   34.76200876  807.50086254
  840.43708668 -729.5900028  -224.92191481  331.05644647  822.60928094
  637.01248132 -260.56086515  318.26533984  515.92830713 -899.37265422
 -391.25292032  850.78396903  904.10016899  463.96764504 -100.20974701
  663.41723766  824.38376168 -591.78519884 -838.65876683 -644.30976088]",0,
0,"[-551.13051633 -239.62273572 -405.41865651 -176.27103447  543.89078996
  108.01326334  377.65584859  274.58080802  481.09904702  200.17278186
  964.26820837  660.76458086  218.54554604 -450.32869286  226.67995482
  310.66343267 -328.75098727 -638.68105609  650.18286092  762.17364751
  970.34015929  588.98561797  341.07674233  868.3606216    71.57290535
  644.95899447  119.36296164  781.83148443  733.79788842  701.82108889
  310.17628883  673.0853756   713.58609129  947.18418651 -972.07977282
 -967.04129783 -116.62463694  377.72979129  359.54118374  491.56275613
  923.33281718  705.77080778  380.92063993  609.25725588  320.66045469
 -223.65812666   93.59028777 -355.10698571 -437.25624072  658.94436586
   61.02559641  899.08504532  700.59961286  977.60096765  434.50439617
 -937.17782644  927.61223809  504.15977945 -609.74263966  490.80939203
  467.30705201  240.47395556  364.33151441  683.20344461  417.3646461
  491.43117762  872.74420007  409.80781396  721.88606353 -109.64239711
  257.46098289  680.03855805  818.08931932 -599.21829805   28.90534403
  312.11851999  -15.73251679 -464.87039087  491.76733114  355.83137377
  474.94849454  339.97271646  294.36379861 -858.24579418 -255.16602364
 -512.70829806  725.91010632  872.50615925   68.09053688 -619.00949506
 -941.05775294  258.01089095  465.20420052 -579.63216369  619.00366082]",0,
0,"[ 116.25734637  128.50230352  487.7729038  -606.04693409 -794.5311505
  -10.05829464  443.82078037  786.3355524  -825.97761445  244.15316891
  492.71374516 -907.68270807  624.06974985  996.60099805  230.65563949
  375.96695089  749.48954269 -936.79996923 -846.65977244  480.72617104
  886.14148875  373.25695538 -555.86331211  150.57017074  885.65714515
   71.03344993  519.84498258  719.78244033  199.66444724  347.94389566
  679.86312405 -777.07675629  879.00035021  655.07636834 -846.10423524
 -332.24942625   77.50184468  606.71617982  416.27270439 -408.14836519
  649.33424519  127.96199503  632.96361716  371.44967777   29.94772066
 -599.01782451   40.11552645  564.9574436   515.02793007  742.91033878
  463.1586193   742.6561984  -516.70873673  634.97674016  611.09672381
 -855.79382047   29.46787216 -758.05190655 -132.6704691   462.17547449
  784.23298936   73.86064341  273.8918268   763.82039951  132.18767914
  594.99940062  719.35167312  565.6384647  -523.54313829  678.79463242
  413.60164228  963.3940261   769.40746957 -912.79362452  199.80091093
  207.76365201 -686.18639699 -968.71839115  919.19759529  576.91856893
  619.40744614 -800.4018769   714.41896499  121.13681893  369.45879126
  987.53109725  961.85985458  874.2244089   979.43604782 -511.75314369
  166.37786191  353.84095066 -382.93516997 -468.07428446 -771.64159626]",0,
0,"[ 861.78144969 -712.12661294  652.00362926 -353.79230548  379.84736939
  554.44243749 -215.21268439  249.92960244  672.61587208  617.52200104
  275.28860365  490.06448113  601.20110906 -981.43921407  648.77809125
  114.39694156 -848.47411387 -700.0401892    44.5600642   565.18309331
  438.60372068  685.21434238 -632.51970194  197.32481819  727.33195395
  805.60395107  856.29305458  818.22457732   80.4240903   864.17160839
 -558.48872163 -381.36140192   46.70840983  948.91178842  953.56789189
  308.8141055  -679.64646198  660.93818516  486.5235241  -676.97194343
  672.72604351  749.85105219  131.47031898  258.07089853  110.58654537
 -416.37916999  468.2153561  -344.92027581  108.47181652   27.99526351
  944.92523459   63.56536531  961.49807982  212.5320239   431.89584344
 -565.64984547  627.25240138 -825.76052947 -983.55299082  737.39602679
  650.65828329  715.14481787  584.57419222  609.44514218  407.04454745
  224.21687693  961.88624584  209.72180352 -761.15387402  326.77825542
  130.2842221   700.61215446  816.13931663   59.20474878  -96.05276243
  867.30052454  317.73462798 -636.11848186  340.12513264  392.90280001
  320.48527632  -41.17717029  201.20958637 -640.73891663  211.21983042
 -536.7138016   238.92249126  383.20030394  831.40762532  834.56612392
 -161.88222045  821.12614984 -507.28499798  369.40095055 -453.85343597]",0,
